Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status
28,110000,Own,1.0,Homeimprovement,E,5000,17.51,0.05,N,10,0
29,29000,Rent,3.0,Venture,C,5000,15.23,0.17,Y,7,0
21,57000,Mortgage,5.0,Venture,C,14400,,0.25,Y,2,0
26,47000,Rent,5.0,Personal,B,16250,12.42,0.35,N,4,1
28,39520,Rent,0.0,Venture,B,6500,11.89,0.16,N,6,0
23,95000,Rent,2.0,Venture,B,13600,11.11,0.14,N,2,0
25,35000,Rent,5.0,Medical,C,13000,13.22,0.37,N,2,1
47,59827,Mortgage,9.0,Education,D,6000,15.58,0.1,N,15,1
23,30000,Rent,1.0,Medical,B,14000,11.26,0.47,N,3,1
23,32388,Mortgage,0.0,Education,B,6000,10.71,0.19,N,4,0
26,59000,Rent,2.0,Personal,B,8500,11.83,0.14,N,4,0
29,50000,Rent,13.0,Homeimprovement,B,6000,9.99,0.12,N,7,0
25,125000,Own,9.0,Personal,B,25000,10.59,0.2,N,2,0
28,42000,Mortgage,,Medical,B,4000,9.25,0.1,N,10,1
22,27996,Rent,4.0,Medical,A,3000,,0.11,N,2,0
28,136092,Mortgage,2.0,Venture,C,8000,13.61,0.06,N,5,0
24,80000,Rent,6.0,Venture,A,7250,5.42,0.09,N,2,0
35,60000,Mortgage,3.0,Education,B,19600,9.91,0.33,N,5,0
22,42000,Rent,6.0,Medical,E,10000,16.32,0.24,Y,4,1
22,29000,Rent,4.0,Venture,B,6000,11.46,0.21,N,3,0
30,120000,Mortgage,3.0,Homeimprovement,B,15000,10.99,0.13,N,6,0
23,55000,Other,5.0,Venture,A,4000,9.32,0.07,N,2,0
22,33600,Own,1.0,Medical,D,5000,18.25,0.15,N,2,0
22,105000,Mortgage,2.0,Venture,E,15000,15.95,0.14,N,3,0
24,61717,Own,8.0,Personal,A,3200,7.68,0.05,N,4,0
24,21000,Rent,0.0,Debtconsolidation,A,5000,8.63,0.24,N,2,0
29,28800,Rent,4.0,Debtconsolidation,A,10750,7.51,0.37,N,10,1
26,145992,Mortgage,0.0,Education,D,20000,,0.14,Y,2,0
32,110000,Mortgage,2.0,Venture,B,5600,10.74,0.05,N,7,0
35,110000,Rent,1.0,Personal,B,3200,11.48,0.03,N,9,0
23,60000,Mortgage,0.0,Medical,B,15000,10.37,0.25,N,4,0
40,62400,Mortgage,7.0,Education,F,7000,19.13,0.11,N,12,0
28,124800,Mortgage,1.0,Venture,C,15000,12.53,0.12,Y,5,0
23,84000,Mortgage,7.0,Personal,B,25000,10.25,0.3,N,2,0
40,158000,Rent,2.0,Homeimprovement,E,25000,16.82,0.16,N,16,1
37,25000,Rent,6.0,Education,B,7500,10.99,0.3,N,15,0
26,30000,Rent,3.0,Medical,C,4000,14.27,0.13,Y,2,1
31,41000,Rent,7.0,Venture,B,4000,10.99,0.1,N,8,0
26,24000,Rent,0.0,Venture,B,3500,10.71,0.15,N,4,0
31,33600,Mortgage,3.0,Venture,A,7000,7.14,0.21,N,9,0
25,72000,Mortgage,9.0,Venture,A,3200,6.39,0.04,N,4,0
24,60000,Mortgage,3.0,Venture,B,4000,12.18,0.07,N,2,0
29,72000,Mortgage,6.0,Education,A,10800,6.99,0.15,N,8,0
25,80000,Rent,2.0,Debtconsolidation,B,4000,10.59,0.05,N,3,0
48,66000,Rent,6.0,Homeimprovement,B,6000,11.89,0.09,N,16,0
24,23000,Rent,4.0,Venture,A,5500,6.54,0.24,N,3,0
23,48000,Mortgage,7.0,Education,A,14125,,0.29,N,3,0
30,30000,Rent,7.0,Debtconsolidation,B,7200,10.36,0.24,N,6,0
22,63000,Mortgage,2.0,Debtconsolidation,A,4000,,0.06,N,2,0
24,64000,Mortgage,7.0,Debtconsolidation,F,4000,20.89,0.06,Y,2,1
22,32760,Own,2.0,Venture,C,7000,11.78,0.21,Y,4,0
31,66000,Mortgage,15.0,Personal,A,10000,,0.15,N,5,0
22,45000,Rent,3.0,Personal,B,3000,11.99,0.07,N,4,0
25,108000,Mortgage,5.0,Venture,A,10000,7.88,0.09,N,3,0
40,125000,Rent,1.0,Debtconsolidation,B,24250,,0.19,N,17,0
28,77000,Mortgage,4.0,Debtconsolidation,B,2600,11.71,0.03,N,5,0
22,50663,Rent,0.0,Debtconsolidation,C,7500,13.22,0.15,N,3,0
30,96000,Mortgage,11.0,Education,A,7000,6.03,0.07,N,10,0
33,114400,Mortgage,3.0,Personal,C,20000,13.48,0.17,N,5,0
25,55000,Own,9.0,Education,C,10000,13.57,0.18,Y,2,0
22,60350,Rent,1.0,Medical,D,25000,15.95,0.35,N,4,1
22,70000,Own,6.0,Medical,B,12000,12.53,0.17,N,2,0
23,90000,Rent,0.0,Debtconsolidation,C,20000,13.57,0.22,N,4,0
22,41820,Mortgage,4.0,Personal,A,2500,6.91,0.06,N,3,0
31,101000,Mortgage,6.0,Personal,A,12000,9.63,0.12,N,7,0
24,42000,Rent,8.0,Debtconsolidation,A,11500,7.88,0.27,N,2,0
32,90000,Rent,0.0,Venture,C,3025,,0.03,Y,5,0
25,93500,Mortgage,1.0,Homeimprovement,C,14000,12.23,0.15,N,4,0
52,84000,Rent,3.0,Venture,A,18000,8.49,0.21,N,24,0
27,128000,Mortgage,11.0,Venture,B,32000,11.11,0.25,N,7,0
25,38400,Own,4.0,Venture,C,12500,13.06,0.33,Y,2,0
22,55000,Own,,Venture,A,1275,6.91,0.02,N,3,0
24,54000,Mortgage,9.0,Medical,C,15600,13.61,0.29,Y,4,0
25,24000,Own,4.0,Medical,B,5000,10.95,0.21,N,3,0
22,27600,Rent,2.0,Debtconsolidation,B,6000,10.38,0.22,N,4,0
22,47800,Mortgage,5.0,Personal,C,1500,13.43,0.03,Y,4,0
26,43000,Rent,0.0,Personal,C,9000,13.85,0.21,Y,4,0
23,9192,Rent,,Personal,A,1750,7.51,0.19,N,3,1
23,52250,Mortgage,2.0,Venture,C,4750,13.35,0.09,Y,4,0
34,58800,Mortgage,3.0,Homeimprovement,E,17000,17.74,0.29,N,10,1
22,33000,Rent,2.0,Education,B,7500,,0.23,N,4,0
28,54000,Rent,2.0,Education,D,10000,16.49,0.19,Y,7,1
22,45000,Rent,6.0,Homeimprovement,C,10000,15.96,0.22,N,2,1
25,36996,Rent,2.0,Education,E,12450,16.32,0.34,N,2,1
21,23040,Rent,3.0,Medical,C,2000,13.11,0.09,Y,2,0
31,75000,Mortgage,2.0,Education,A,12000,7.29,0.16,N,10,0
34,12996,Rent,0.0,Medical,B,1500,9.25,0.12,N,7,0
22,21600,Own,5.0,Personal,A,5000,7.9,0.23,N,3,0
37,30960,Rent,5.0,Venture,B,4800,11.49,0.16,N,16,0
22,41784,Mortgage,6.0,Debtconsolidation,A,5000,6.03,0.12,N,2,0
26,50000,Rent,0.0,Homeimprovement,B,13000,,0.26,N,4,0
26,109500,Mortgage,11.0,Venture,E,20000,17.56,0.18,N,2,0
36,53000,Rent,5.0,Medical,B,5000,10.74,0.09,N,12,0
27,91800,Mortgage,11.0,Medical,E,20000,,0.19,Y,9,1
34,25000,Rent,0.0,Medical,A,10000,7.29,0.4,N,9,1
26,60000,Rent,7.0,Medical,B,12000,,0.2,N,3,0
23,60000,Rent,2.0,Venture,A,9000,,0.15,N,4,0
27,72000,Rent,9.0,Education,B,25000,10.75,0.35,N,8,1
21,27600,Rent,4.0,Education,A,7500,6.76,0.27,N,4,0
26,48000,Mortgage,2.0,Education,A,5000,8.49,0.1,N,4,0
22,62000,Own,,Education,A,4000,6.76,0.06,N,4,0
33,51000,Rent,0.0,Venture,A,11000,9.63,0.22,N,7,0
37,55000,Rent,4.0,Personal,B,3000,,0.05,N,14,0
23,30000,Mortgage,2.0,Venture,A,8000,7.88,0.27,N,2,0
24,64000,Mortgage,7.0,Homeimprovement,C,16000,14.65,0.25,N,2,1
26,88000,Mortgage,6.0,Education,C,7700,14.79,0.09,Y,4,1
42,21120,Rent,12.0,Venture,B,6400,11.14,0.3,N,14,0
26,24000,Rent,10.0,Medical,B,4500,12.42,0.19,N,4,0
21,57000,Rent,5.0,Debtconsolidation,A,12000,7.29,0.21,N,4,0
30,84000,Mortgage,1.0,Debtconsolidation,B,6000,,0.07,N,6,0
26,51000,Rent,10.0,Personal,B,5000,12.42,0.1,N,2,1
38,46000,Rent,1.0,Medical,B,12000,9.91,0.26,N,16,0
25,41579,Rent,9.0,Venture,C,8000,13.92,0.19,Y,3,0
34,48000,Rent,0.0,Education,A,4000,8.0,0.08,N,9,0
26,30000,Rent,2.0,Debtconsolidation,B,3200,,0.11,N,3,0
26,40000,Rent,0.0,Venture,C,1800,13.23,0.04,Y,3,0
22,39000,Mortgage,6.0,Personal,A,10750,,0.28,N,3,0
24,50112,Own,,Personal,A,1000,5.42,0.02,N,2,0
26,100000,Mortgage,0.0,Education,C,10000,14.26,0.1,N,2,0
35,273700,Mortgage,8.0,Medical,D,25000,14.59,0.08,N,6,1
37,74000,Mortgage,8.0,Education,A,12000,7.51,0.16,N,17,0
23,135000,Mortgage,1.0,Venture,D,12500,15.99,0.09,N,2,0
53,54000,Rent,,Medical,D,10000,14.59,0.19,Y,27,1
24,71000,Mortgage,8.0,Education,B,3500,11.49,0.05,N,2,0
24,96408,Rent,1.0,Education,C,7700,12.53,0.08,Y,4,0
26,120000,Mortgage,1.0,Homeimprovement,E,20000,17.74,0.17,Y,3,0
28,100000,Mortgage,6.0,Medical,B,24000,11.48,0.24,N,9,0
29,68004,Mortgage,9.0,Personal,B,10000,10.99,0.15,N,9,0
32,59363,Rent,2.0,Personal,C,6000,13.22,0.1,Y,10,0
27,48192,Rent,12.0,Debtconsolidation,A,2000,7.66,0.04,N,9,0
22,45996,Rent,2.0,Education,A,8000,7.51,0.17,N,3,0
31,64000,Mortgage,15.0,Debtconsolidation,C,20000,,0.31,Y,5,0
24,109000,Mortgage,3.0,Debtconsolidation,B,8800,12.69,0.08,N,2,0
22,42996,Rent,3.0,Personal,C,4800,11.03,0.11,Y,4,0
30,37500,Rent,5.0,Education,B,12000,,0.32,N,6,1
24,88000,Mortgage,2.0,Personal,A,8000,5.99,0.09,N,4,0
30,105000,Rent,4.0,Venture,D,24250,15.65,0.23,N,10,0
28,48000,Rent,11.0,Medical,A,9000,8.59,0.19,N,7,0
23,62000,Mortgage,6.0,Education,B,1800,11.71,0.03,N,3,0
31,30000,Mortgage,5.0,Medical,D,4000,15.62,0.13,Y,7,1
38,17108,Mortgage,7.0,Education,A,4375,7.51,0.26,N,13,1
28,44000,Rent,7.0,Debtconsolidation,F,14000,19.04,0.32,N,10,1
23,48600,Own,2.0,Medical,A,5000,7.49,0.1,N,2,0
30,223800,Mortgage,15.0,Homeimprovement,B,25000,11.83,0.11,N,9,1
26,20004,Mortgage,4.0,Homeimprovement,B,3600,,0.18,N,4,0
40,201400,Rent,2.0,Education,C,12450,12.23,0.06,N,15,0
40,39960,Rent,0.0,Education,C,1000,15.23,0.03,Y,14,0
28,34000,Rent,1.0,Venture,B,4800,11.49,0.14,N,7,0
42,18000,Rent,3.0,Venture,A,8000,6.91,0.44,N,17,1
27,115000,Mortgage,3.0,Education,A,6300,6.76,0.05,N,10,0
28,108041,Mortgage,6.0,Education,C,5600,13.98,0.05,Y,7,0
24,100000,Mortgage,1.0,Debtconsolidation,A,6000,,0.06,N,3,0
23,69000,Rent,5.0,Venture,C,12000,12.68,0.17,N,3,1
24,92259,Mortgage,4.0,Homeimprovement,A,6000,,0.07,N,4,0
29,60000,Rent,2.0,Venture,C,11200,14.22,0.19,Y,10,0
30,35000,Rent,5.0,Medical,B,10000,12.21,0.29,N,6,0
22,50000,Mortgage,1.0,Personal,E,9800,16.32,0.2,Y,3,0
30,40556,Rent,12.0,Education,C,8500,12.87,0.21,Y,7,0
37,29000,Rent,5.0,Personal,E,7200,19.03,0.25,Y,14,1
41,61000,Mortgage,16.0,Personal,B,8500,,0.14,N,14,0
33,97000,Mortgage,0.0,Homeimprovement,D,25000,16.0,0.26,N,6,0
21,57000,Rent,0.0,Education,C,10800,13.22,0.19,N,3,0
32,61900,Rent,4.0,Homeimprovement,C,1500,13.23,0.02,Y,7,0
22,72000,Own,1.0,Venture,B,15000,10.25,0.21,N,4,0
21,87500,Mortgage,5.0,Education,C,25000,13.98,0.29,Y,3,0
22,44000,Rent,3.0,Debtconsolidation,B,12000,11.86,0.27,N,2,1
30,135000,Rent,4.0,Venture,D,25000,15.21,0.19,N,9,0
22,42500,Rent,7.0,Education,A,3200,7.49,0.08,N,4,0
23,59497,Rent,0.0,Medical,E,20000,16.0,0.29,N,3,1
24,35000,Own,2.0,Venture,B,3600,9.99,0.1,N,4,0
23,144000,Mortgage,7.0,Personal,A,10000,5.99,0.07,N,2,0
27,48996,Rent,2.0,Debtconsolidation,A,4000,9.32,0.08,N,9,0
31,42000,Rent,2.0,Medical,A,7000,7.9,0.17,N,7,0
24,112000,Other,4.0,Personal,A,9000,9.32,0.08,N,2,0
33,100000,Mortgage,12.0,Venture,B,8000,11.86,0.08,N,7,0
29,30000,Rent,7.0,Personal,A,6000,8.9,0.2,N,10,0
39,43000,Mortgage,3.0,Homeimprovement,A,6250,7.68,0.15,N,14,0
24,110000,Rent,1.0,Personal,B,20000,10.38,0.18,N,4,0
22,30000,Mortgage,3.0,Medical,B,1750,10.99,0.06,N,4,0
23,65000,Mortgage,5.0,Venture,A,16500,7.49,0.25,N,3,0
23,75000,Mortgage,6.0,Education,A,5000,6.03,0.07,N,4,0
29,16800,Rent,9.0,Homeimprovement,D,2750,14.84,0.16,Y,10,1
26,54528,Mortgage,9.0,Homeimprovement,A,10000,8.94,0.18,N,3,0
27,40752,Rent,6.0,Medical,C,5000,13.49,0.12,N,8,0
23,30000,Rent,0.0,Medical,A,3000,5.79,0.1,N,3,0
24,55000,Rent,1.0,Medical,A,7000,7.88,0.13,N,4,0
30,78111,Mortgage,5.0,Personal,A,25000,7.51,0.32,N,7,1
41,24000,Own,3.0,Education,C,4500,12.99,0.19,Y,12,0
27,35000,Rent,2.0,Venture,B,2400,,0.07,N,9,0
48,39000,Rent,7.0,Medical,D,5800,14.54,0.15,N,15,1
25,22000,Rent,3.0,Personal,E,5000,16.32,0.23,N,3,1
24,42500,Rent,9.0,Personal,B,12000,11.36,0.28,N,2,0
27,120000,Mortgage,2.0,Education,A,17000,6.03,0.14,N,5,0
23,51000,Mortgage,7.0,Venture,A,10000,6.03,0.2,N,3,0
26,78000,Rent,6.0,Education,C,18000,13.49,0.23,N,2,0
30,41998,Rent,0.0,Homeimprovement,E,5000,16.0,0.12,N,6,1
23,63000,Mortgage,7.0,Medical,A,9700,5.99,0.15,N,4,0
23,60000,Rent,3.0,Education,C,12250,10.59,0.2,N,3,0
24,11476,Rent,0.0,Medical,A,5700,7.49,0.5,N,4,1
29,158000,Own,13.0,Venture,A,11000,8.49,0.07,N,7,0
24,64000,Mortgage,3.0,Medical,B,13225,10.37,0.21,N,3,0
40,43000,Mortgage,18.0,Medical,C,2500,12.84,0.06,N,14,0
27,58000,Rent,5.0,Debtconsolidation,A,5900,9.32,0.1,N,7,0
34,80000,Rent,0.0,Debtconsolidation,A,30000,6.62,0.38,N,5,1
24,180000,Rent,3.0,Personal,A,11200,5.79,0.06,N,4,0
29,55000,Rent,6.0,Homeimprovement,D,7450,15.62,0.14,N,8,0
38,50000,Mortgage,4.0,Venture,B,10000,11.86,0.2,N,11,0
23,39325,Mortgage,3.0,Education,C,2800,12.87,0.07,N,4,1
29,75000,Mortgage,9.0,Personal,B,8000,11.99,0.11,N,8,0
26,51000,Rent,5.0,Personal,A,5600,7.49,0.11,N,2,0
34,72000,Rent,17.0,Medical,C,2400,13.16,0.03,N,8,0
34,80300,Mortgage,3.0,Personal,C,15000,12.73,0.19,Y,9,0
25,85000,Rent,5.0,Debtconsolidation,B,12000,12.42,0.14,N,4,0
26,46800,Mortgage,,Personal,D,6000,14.91,0.13,Y,3,0
27,125000,Mortgage,11.0,Personal,C,15975,12.72,0.13,Y,8,0
22,90000,Mortgage,2.0,Medical,B,7000,,0.08,N,2,0
23,26000,Mortgage,0.0,Homeimprovement,E,10000,,0.38,Y,3,1
24,40000,Rent,1.0,Medical,A,7800,,0.2,N,2,0
46,192000,Mortgage,1.0,Venture,C,25000,14.79,0.13,Y,14,0
47,18000,Mortgage,,Personal,A,3000,5.42,0.17,N,12,1
22,148000,Mortgage,6.0,Debtconsolidation,A,15000,7.66,0.1,N,4,0
47,33888,Mortgage,5.0,Personal,A,7000,7.49,0.21,N,13,0
29,32000,Rent,1.0,Medical,D,6525,16.07,0.2,Y,9,1
21,72500,Rent,3.0,Education,C,14000,13.49,0.19,Y,2,0
25,51600,Own,2.0,Venture,D,6000,,0.12,N,4,0
29,95000,Mortgage,4.0,Homeimprovement,C,2400,13.72,0.03,N,8,0
25,33000,Mortgage,9.0,Medical,B,3000,11.99,0.09,N,2,0
27,65000,Rent,4.0,Education,A,28000,7.9,0.43,N,6,1
34,63000,Mortgage,3.0,Debtconsolidation,B,15000,10.99,0.24,N,9,0
27,48000,Rent,2.0,Education,A,4000,6.03,0.08,N,6,1
26,126000,Mortgage,4.0,Homeimprovement,C,7500,13.92,0.06,N,3,0
26,36000,Mortgage,5.0,Personal,A,4000,,0.11,N,3,0
23,17688,Rent,0.0,Personal,B,1700,11.11,0.1,N,3,0
25,30000,Rent,0.0,Education,E,1500,16.82,0.05,Y,3,1
22,62000,Rent,6.0,Personal,C,9200,12.98,0.15,N,3,0
24,33360,Mortgage,7.0,Homeimprovement,A,2500,7.14,0.07,N,3,0
39,78000,Rent,3.0,Homeimprovement,D,25000,16.02,0.32,N,17,1
39,117996,Rent,6.0,Homeimprovement,D,7500,13.24,0.06,Y,14,1
29,60000,Mortgage,7.0,Medical,A,8500,6.92,0.14,N,7,0
28,300000,Mortgage,12.0,Education,C,10125,15.23,0.03,N,6,0
29,26000,Own,5.0,Venture,B,4500,11.71,0.17,N,5,0
44,65000,Rent,2.0,Venture,A,5000,8.0,0.08,N,15,0
26,110400,Rent,9.0,Education,A,13000,7.9,0.12,N,3,0
28,50000,Rent,2.0,Venture,A,14000,6.54,0.28,N,6,0
23,62050,Rent,1.0,Medical,E,17800,16.35,0.24,Y,3,1
25,48360,Mortgage,9.0,Education,A,6000,7.66,0.12,N,3,0
25,25000,Own,1.0,Venture,C,4800,12.53,0.19,N,3,0
30,37600,Rent,2.0,Education,C,15000,13.06,0.4,Y,10,1
23,60000,Mortgage,7.0,Debtconsolidation,A,12000,7.29,0.2,N,3,0
26,82600,Rent,10.0,Venture,B,22000,12.69,0.27,N,2,0
27,65004,Own,1.0,Homeimprovement,C,12000,12.09,0.18,N,7,0
24,70000,Rent,1.0,Education,B,10000,9.88,0.14,N,2,0
34,68000,Rent,5.0,Homeimprovement,A,14400,8.59,0.21,N,5,0
22,46000,Rent,1.0,Medical,C,12000,12.84,0.26,N,3,0
21,40000,Mortgage,5.0,Education,C,2000,12.99,0.05,Y,4,0
34,25000,Mortgage,1.0,Debtconsolidation,B,1000,9.63,0.04,N,6,0
24,100800,Mortgage,8.0,Medical,B,10800,10.75,0.11,N,4,0
28,26000,Rent,9.0,Medical,B,5000,11.71,0.19,N,7,0
23,78000,Mortgage,4.0,Personal,B,15250,,0.2,N,2,1
23,29000,Rent,4.0,Medical,D,13450,12.61,0.46,N,3,1
29,87500,Rent,2.0,Education,B,11200,,0.13,N,8,0
30,30000,Rent,1.0,Medical,C,4000,13.99,0.13,Y,6,0
23,65000,Mortgage,1.0,Venture,A,7000,8.49,0.11,N,4,0
24,155000,Mortgage,5.0,Personal,A,12000,7.49,0.08,N,4,0
21,45192,Mortgage,0.0,Personal,B,11700,10.74,0.26,N,2,0
37,35028,Rent,3.0,Medical,C,5000,13.47,0.14,Y,17,0
27,112500,Mortgage,4.0,Homeimprovement,D,10400,15.62,0.09,Y,6,0
23,40000,Own,7.0,Medical,A,5000,8.49,0.13,N,4,0
31,65000,Mortgage,15.0,Homeimprovement,A,5000,6.03,0.08,N,9,0
24,40000,Own,7.0,Venture,C,2000,12.53,0.05,N,4,0
36,44004,Rent,4.0,Debtconsolidation,C,2000,13.61,0.05,Y,13,1
27,123000,Own,1.0,Homeimprovement,E,22350,14.07,0.18,Y,6,1
30,102540,Mortgage,6.0,Homeimprovement,A,1500,7.9,0.01,N,5,0
32,34900,Mortgage,0.0,Personal,B,12000,10.25,0.34,N,9,0
23,47184,Rent,0.0,Debtconsolidation,B,5000,10.25,0.11,N,2,0
34,80000,Rent,4.0,Homeimprovement,A,5000,6.17,0.06,N,10,0
27,22000,Rent,1.0,Education,A,4000,6.39,0.18,N,10,0
24,98000,Mortgage,,Medical,A,5000,5.79,0.05,N,2,0
23,140000,Own,6.0,Education,C,16400,15.96,0.12,N,2,0
21,21000,Rent,5.0,Medical,F,5000,20.89,0.24,N,2,1
24,85000,Rent,0.0,Homeimprovement,C,8000,13.06,0.09,Y,2,0
23,65000,Rent,3.0,Education,C,5000,13.47,0.08,Y,2,0
40,63000,Rent,2.0,Homeimprovement,B,13050,11.48,0.21,N,15,0
27,59000,Mortgage,11.0,Homeimprovement,C,16000,13.98,0.27,N,10,0
23,15600,Rent,0.0,Venture,D,1200,14.91,0.08,N,4,1
57,170000,Rent,5.0,Homeimprovement,C,6300,13.11,0.04,N,26,0
26,180000,Mortgage,9.0,Venture,C,9700,13.85,0.05,N,4,0
24,73000,Mortgage,3.0,Medical,A,10000,7.49,0.14,N,3,0
25,70000,Rent,0.0,Education,B,5000,11.71,0.07,N,3,0
34,64000,Rent,5.0,Education,B,15000,10.25,0.23,N,8,0
22,60000,Rent,0.0,Education,C,14000,12.73,0.23,N,2,0
23,78000,Rent,4.0,Personal,C,24000,13.92,0.31,N,3,1
25,52500,Mortgage,9.0,Homeimprovement,A,7000,5.79,0.13,N,4,0
29,73000,Mortgage,7.0,Homeimprovement,A,12000,7.29,0.16,N,10,0
29,80400,Mortgage,13.0,Venture,A,8000,7.14,0.1,N,10,0
32,32400,Rent,4.0,Homeimprovement,B,4800,9.99,0.15,N,6,1
23,78885,Own,2.0,Venture,B,20000,12.42,0.25,N,3,0
22,70000,Mortgage,3.0,Debtconsolidation,B,10000,10.36,0.14,N,2,0
23,84000,Mortgage,7.0,Venture,B,25000,12.53,0.3,N,2,0
29,39000,Mortgage,13.0,Personal,D,10000,,0.26,N,5,1
27,60000,Rent,11.0,Venture,B,25000,,0.42,N,8,1
26,113000,Mortgage,2.0,Medical,B,3200,,0.03,N,3,0
24,72000,Own,,Venture,B,16000,12.42,0.22,N,3,0
24,120000,Mortgage,0.0,Venture,B,15200,12.21,0.13,N,2,0
23,60000,Mortgage,5.0,Debtconsolidation,A,7200,,0.12,N,4,0
28,50000,Rent,4.0,Personal,A,15000,7.49,0.3,N,6,0
27,25000,Rent,2.0,Personal,B,5000,9.62,0.2,N,7,0
33,59450,Mortgage,1.0,Education,B,3000,10.38,0.05,N,6,0
24,77385,Rent,4.0,Medical,A,12800,,0.17,N,4,0
24,40000,Rent,1.0,Medical,C,3600,13.49,0.09,N,3,0
33,124000,Own,10.0,Personal,D,23500,14.96,0.19,Y,6,0
23,44496,Mortgage,2.0,Venture,A,3500,,0.08,N,4,0
25,56950,Rent,9.0,Medical,C,5000,13.92,0.07,N,4,1
33,35000,Rent,0.0,Personal,A,5000,8.9,0.14,N,5,0
26,31200,Rent,8.0,Personal,A,5000,8.63,0.16,N,2,0
22,34500,Rent,1.0,Venture,C,5000,,0.14,N,4,0
25,28000,Rent,8.0,Education,B,2400,11.49,0.09,N,3,0
34,42000,Rent,2.0,Education,B,6000,10.59,0.14,N,7,0
39,32280,Rent,22.0,Personal,B,2400,8.88,0.07,N,17,0
34,35184,Mortgage,,Personal,B,5000,10.74,0.14,N,7,0
24,85000,Rent,1.0,Venture,B,16000,11.99,0.19,N,3,0
24,84000,Own,5.0,Personal,B,20000,11.83,0.24,N,3,0
29,46000,Rent,6.0,Venture,B,4000,9.99,0.09,N,9,0
28,54000,Mortgage,12.0,Medical,C,6000,15.23,0.11,N,8,1
27,73200,Mortgage,7.0,Education,C,15000,13.22,0.2,N,5,0
25,45000,Rent,0.0,Personal,C,14500,13.16,0.32,N,2,1
23,60000,Mortgage,7.0,Education,B,20000,12.18,0.33,N,4,0
29,38400,Mortgage,0.0,Medical,C,14000,14.27,0.36,Y,8,0
24,141000,Mortgage,2.0,Education,B,12000,12.53,0.09,N,4,0
26,64999,Mortgage,11.0,Venture,B,15000,10.99,0.23,N,2,0
21,21000,Rent,2.0,Venture,A,5000,6.91,0.24,N,4,0
25,40000,Rent,9.0,Personal,D,13250,,0.33,N,3,1
21,33600,Own,5.0,Medical,A,10000,7.88,0.3,N,2,0
23,42720,Rent,1.0,Education,D,10000,16.89,0.23,Y,4,1
23,51996,Mortgage,3.0,Personal,A,5000,6.92,0.1,N,3,0
23,78000,Mortgage,2.0,Venture,A,6000,6.91,0.08,N,4,0
23,74000,Rent,7.0,Education,A,6000,5.79,0.08,N,3,0
38,57000,Own,,Homeimprovement,D,15000,17.27,0.26,N,16,0
24,75000,Mortgage,6.0,Venture,B,25000,10.99,0.33,N,2,0
46,107000,Own,17.0,Venture,C,4000,13.49,0.04,N,14,0
25,165000,Rent,3.0,Education,A,14950,6.62,0.09,N,3,0
28,112000,Rent,1.0,Medical,B,6000,12.69,0.05,N,8,0
32,140000,Mortgage,3.0,Homeimprovement,B,5000,10.38,0.04,N,10,0
26,24000,Rent,2.0,Personal,C,7000,12.99,0.29,N,3,0
32,42000,Rent,5.0,Venture,C,3500,14.35,0.08,Y,7,0
29,21000,Rent,1.0,Medical,A,4000,5.79,0.19,N,10,0
26,54000,Mortgage,10.0,Education,A,8500,5.42,0.16,N,3,1
28,41000,Rent,10.0,Debtconsolidation,C,1500,14.79,0.04,Y,6,0
26,88000,Rent,2.0,Venture,D,25000,15.65,0.28,N,3,1
26,130000,Mortgage,3.0,Medical,A,8600,5.99,0.07,N,3,0
24,25920,Own,4.0,Education,D,3250,15.99,0.13,Y,4,0
28,108000,Mortgage,6.0,Personal,B,27400,10.99,0.25,N,8,0
22,18996,Rent,4.0,Medical,D,6000,14.74,0.32,Y,3,1
31,73000,Rent,8.0,Education,E,35000,19.29,0.48,Y,10,1
29,138000,Mortgage,0.0,Education,C,25000,13.06,0.18,Y,10,0
37,52200,Mortgage,2.0,Debtconsolidation,E,16000,15.25,0.31,N,11,1
28,42000,Rent,5.0,Personal,B,4800,12.42,0.11,N,9,0
27,62000,Rent,7.0,Homeimprovement,A,5000,,0.08,N,5,0
23,24000,Rent,3.0,Education,A,5250,7.66,0.22,N,3,1
29,110004,Mortgage,13.0,Medical,B,12000,10.36,0.11,N,6,0
26,96500,Mortgage,4.0,Venture,A,18000,7.51,0.19,N,4,0
33,44400,Mortgage,3.0,Venture,C,2000,14.22,0.05,Y,9,1
29,44400,Rent,2.0,Homeimprovement,D,12000,15.99,0.27,N,5,1
26,115000,Mortgage,6.0,Homeimprovement,C,15000,12.87,0.13,Y,3,0
23,68000,Mortgage,4.0,Education,A,1000,8.0,0.01,N,3,0
23,44000,Mortgage,0.0,Medical,F,2000,19.13,0.05,Y,3,1
30,143500,Mortgage,0.0,Homeimprovement,B,20000,11.89,0.14,N,8,0
22,73000,Rent,1.0,Venture,C,1800,11.41,0.02,N,3,0
22,54566,Mortgage,6.0,Personal,B,4000,12.53,0.07,N,2,0
22,71000,Rent,3.0,Medical,A,10000,7.29,0.14,N,2,0
22,30000,Rent,3.0,Venture,C,3500,14.22,0.12,N,4,1
32,36000,Mortgage,0.0,Debtconsolidation,C,1800,12.61,0.05,N,10,0
26,35000,Rent,0.0,Debtconsolidation,A,4800,8.9,0.14,N,2,0
