Age,Income,Home_ownership,Employment_length,Loan_intent,internal_credit_rating,Loan_amount,Interest_rate,Loan_percent_income,Default,Credit_history_length,Loan_status,is_eligible,age_employment_ratio,income_per_credit_year
24.0,39996.0,Rent,1.0,Medical,C,7000.0,13.11,0.18,N,3.0,False,True,0.041666666666666664,13332.0
29.0,30000.0,Rent,3.0,Education,E,10000.0,16.82,0.33,N,7.0,True,True,0.10344827586206896,4285.714285714285
22.0,52000.0,Rent,0.0,Venture,D,8000.0,15.58,0.15,N,3.0,True,True,0.0,17333.333333333332
35.0,21340.0,Rent,0.0,Debtconsolidation,B,8000.0,11.14,0.37,N,7.0,True,True,0.0,3048.5714285714284
29.0,15000.0,Own,5.0,Personal,A,5000.0,7.51,0.33,N,7.0,True,True,0.1724137931034483,2142.8571428571427
25.0,54000.0,Rent,2.0,Personal,B,10000.0,11.46,0.19,N,4.0,False,True,0.08,13500.0
24.0,98000.0,Mortgage,0.0,Debtconsolidation,D,13200.0,15.28,0.13,Y,3.0,True,True,0.0,32666.666666666668
22.0,75000.0,Rent,1.0,Venture,A,19200.0,13.746,0.26,N,2.0,False,True,0.045454545454545456,37500.0
33.0,48000.0,Rent,5.0,Medical,D,9600.0,16.29,0.2,Y,7.0,False,True,0.15151515151515152,6857.142857142857
24.0,56000.0,Mortgage,4.0,Homeimprovement,C,19125.0,13.99,0.34,Y,3.0,False,True,0.16666666666666666,18666.666666666668
25.0,25000.0,Rent,2.0,Personal,B,6000.0,12.248,0.24,N,2.0,False,True,0.08,12500.0
43.0,55000.0,Mortgage,14.0,Debtconsolidation,A,10000.0,6.03,0.18,N,11.0,False,True,0.32558139534883723,5000.0
25.0,42000.0,Rent,4.0,Education,A,1925.0,6.17,0.05,N,4.0,False,True,0.16,10500.0
27.0,100000.0,Mortgage,2.0,Medical,A,2000.0,8.0,0.02,N,5.0,False,True,0.07407407407407407,20000.0
22.0,41500.0,Rent,6.0,Personal,D,2500.0,15.62,0.06,N,2.0,False,True,0.2727272727272727,20750.0
30.0,37000.0,Rent,2.0,Education,B,2600.0,9.25,0.07,N,7.0,False,True,0.06666666666666667,5285.714285714285
23.0,40992.0,Rent,7.0,Education,B,5000.0,10.99,0.12,N,2.0,False,True,0.30434782608695654,20496.0
22.0,76800.0,Mortgage,3.0,Debtconsolidation,A,6000.0,6.62,0.08,N,4.0,False,True,0.13636363636363635,19200.0
26.0,44000.0,Own,10.0,Venture,C,5000.0,10.344,0.11,N,2.0,False,True,0.38461538461538464,22000.0
31.0,62100.0,Mortgage,4.0,Education,C,4800.0,8.682,0.08,Y,10.0,False,True,0.12903225806451613,6210.0
25.0,35000.0,Rent,5.0,Venture,B,9600.0,9.91,0.27,N,2.0,False,True,0.2,17500.0
24.0,36000.0,Mortgage,4.0,Venture,D,2000.0,14.96,0.06,N,2.0,False,True,0.16666666666666666,18000.0
25.0,87000.0,Mortgage,4.0,Venture,B,13000.0,11.26,0.15,N,4.0,False,True,0.16,21750.0
30.0,69000.0,Rent,3.0,Education,B,11200.0,12.42,0.16,N,6.0,True,True,0.1,11500.0
21.0,60000.0,Mortgage,2.0,Venture,B,6000.0,10.62,0.1,N,2.0,False,True,0.09523809523809523,30000.0
28.0,45000.0,Rent,2.0,Personal,C,5000.0,12.73,0.11,N,7.0,False,True,0.07142857142857142,6428.571428571428
34.0,143150.0,Mortgage,0.0,Venture,A,12000.0,9.32,0.08,N,6.0,False,True,0.0,23858.333333333332
24.0,110400.0,Mortgage,8.0,Venture,A,3000.0,7.49,0.03,N,4.0,False,True,0.3333333333333333,27600.0
37.0,108000.0,Rent,16.0,Education,B,8000.0,10.46,0.07,N,14.0,True,True,0.43243243243243246,7714.285714285715
25.0,66000.0,Mortgage,0.0,Homeimprovement,B,18500.0,12.21,0.28,N,2.0,False,True,0.0,33000.0
27.0,29120.0,Rent,2.0,Medical,B,4000.0,10.75,0.14,N,8.0,False,True,0.07407407407407407,3640.0
40.0,114054.0,Mortgage,3.0,Debtconsolidation,A,28000.0,8.9,0.25,N,14.0,False,True,0.075,8146.714285714285
31.0,75000.0,Rent,1.0,Personal,C,10000.0,13.47,0.13,N,5.0,False,True,0.03225806451612903,15000.0
23.0,74800.0,Mortgage,4.0,Medical,C,8400.0,14.65,0.11,N,4.0,True,True,0.17391304347826086,18700.0
27.0,118500.0,Mortgage,4.0,Debtconsolidation,A,15000.0,6.91,0.13,N,9.0,False,True,0.14814814814814814,13166.666666666666
22.0,88000.0,Rent,6.0,Debtconsolidation,D,25000.0,15.58,0.28,Y,2.0,True,True,0.2727272727272727,44000.0
29.0,75000.0,Mortgage,3.0,Education,B,16950.0,10.37,0.23,N,10.0,False,True,0.10344827586206896,7500.0
23.0,38004.0,Rent,5.0,Education,A,5000.0,6.91,0.13,N,4.0,False,True,0.21739130434782608,9501.0
45.0,139380.0,Own,4.0,Homeimprovement,A,9000.0,7.51,0.06,N,12.0,False,True,0.08888888888888889,11615.0
23.0,26000.0,Rent,0.0,Personal,A,4000.0,6.76,0.15,N,3.0,False,True,0.0,8666.666666666666
22.0,9600.0,Rent,0.0,Venture,A,1500.0,7.29,0.16,N,2.0,True,True,0.0,4800.0
22.0,29280.0,Mortgage,0.0,Education,C,12000.0,11.66,0.41,Y,3.0,True,True,0.0,9760.0
22.0,65000.0,Mortgage,1.0,Personal,B,7500.0,10.08,0.12,N,4.0,False,True,0.045454545454545456,16250.0
22.0,30000.0,Rent,4.0,Personal,D,6400.0,15.99,0.21,N,4.0,True,True,0.18181818181818182,7500.0
44.0,82000.0,Mortgage,5.0,Debtconsolidation,C,8400.0,12.84,0.1,Y,17.0,True,True,0.11363636363636363,4823.529411764706
58.0,27000.0,Rent,0.0,Homeimprovement,D,3500.0,16.0,0.13,Y,21.0,True,True,0.0,1285.7142857142858
30.0,56000.0,Rent,7.0,Homeimprovement,C,4800.0,13.92,0.09,Y,9.0,False,True,0.23333333333333334,6222.222222222223
34.0,76000.0,Mortgage,13.0,Debtconsolidation,E,20000.0,17.74,0.26,N,5.0,True,True,0.38235294117647056,15200.0
31.0,41053.0,Mortgage,1.0,Personal,A,12000.0,9.82,0.29,N,7.0,False,True,0.03225806451612903,5864.714285714285
25.0,30000.0,Rent,8.0,Personal,D,1600.0,16.29,0.05,N,3.0,False,True,0.32,10000.0
26.0,190000.0,Own,10.0,Personal,B,25000.0,9.25,0.13,N,2.0,False,True,0.38461538461538464,95000.0
26.0,116000.0,Mortgage,5.0,Venture,C,5000.0,12.274,0.04,Y,3.0,True,True,0.19230769230769232,38666.666666666664
41.0,42000.0,Rent,1.0,Venture,B,3200.0,12.18,0.08,N,16.0,False,True,0.024390243902439025,2625.0
28.0,35004.0,Mortgage,3.0,Homeimprovement,C,16000.0,13.23,0.46,Y,9.0,False,True,0.10714285714285714,3889.3333333333335
29.0,225000.0,Mortgage,6.0,Debtconsolidation,A,6500.0,5.42,0.03,N,9.0,False,True,0.20689655172413793,25000.0
22.0,66300.0,Rent,3.0,Medical,D,7500.0,14.96,0.11,N,2.0,True,True,0.13636363636363635,33150.0
32.0,99600.0,Mortgage,6.0,Education,B,5000.0,11.86,0.05,N,8.0,False,True,0.1875,12450.0
33.0,96000.0,Mortgage,4.0,Debtconsolidation,B,3000.0,11.49,0.03,N,7.0,False,True,0.12121212121212122,13714.285714285714
22.0,68000.0,Rent,7.0,Medical,B,15000.0,10.37,0.22,N,3.0,False,True,0.3181818181818182,22666.666666666668
35.0,45000.0,Mortgage,5.0,Venture,A,6000.0,6.99,0.13,N,9.0,False,True,0.14285714285714285,5000.0
27.0,35000.0,Mortgage,3.0,Medical,E,6000.0,16.69,0.17,N,8.0,True,True,0.1111111111111111,4375.0
42.0,75744.0,Rent,2.0,Education,D,12000.0,14.91,0.16,Y,12.0,True,True,0.047619047619047616,6312.0
22.0,70000.0,Rent,5.0,Personal,A,10000.0,6.03,0.14,N,3.0,False,True,0.22727272727272727,23333.333333333332
25.0,73163.0,Mortgage,9.0,Venture,E,25000.0,16.45,0.34,N,3.0,False,True,0.36,24387.666666666668
34.0,63000.0,Mortgage,9.0,Debtconsolidation,B,18000.0,11.49,0.29,N,9.0,False,True,0.2647058823529412,7000.0
25.0,100000.0,Mortgage,9.0,Personal,B,17600.0,10.59,0.18,N,3.0,False,True,0.36,33333.333333333336
31.0,19968.0,Rent,1.0,Education,B,2500.0,9.62,0.13,N,6.0,True,True,0.03225806451612903,3328.0
35.0,55000.0,Rent,3.0,Debtconsolidation,B,9000.0,10.25,0.16,N,6.0,False,True,0.08571428571428572,9166.666666666666
27.0,62000.0,Rent,9.0,Education,C,10400.0,13.49,0.17,Y,10.0,False,True,0.3333333333333333,6200.0
25.0,19200.0,Rent,5.0,Debtconsolidation,B,4000.0,11.605999999999998,0.21,N,3.0,True,True,0.2,6400.0
34.0,45000.0,Mortgage,1.0,Venture,B,12000.0,11.86,0.27,N,9.0,False,True,0.029411764705882353,5000.0
22.0,52000.0,Rent,1.0,Medical,A,5000.0,6.99,0.1,N,2.0,False,True,0.045454545454545456,26000.0
21.0,14400.0,Rent,2.0,Medical,C,3000.0,13.43,0.21,Y,3.0,True,True,0.09523809523809523,4800.0
32.0,64000.0,Mortgage,2.0,Education,A,8000.0,6.76,0.12,N,7.0,False,True,0.0625,9142.857142857143
29.0,35000.0,Rent,1.0,Medical,A,4000.0,5.99,0.11,N,6.0,False,True,0.034482758620689655,5833.333333333333
31.0,8000.0,Rent,0.0,Education,A,4000.0,9.876,0.5,N,7.0,True,True,0.0,1142.857142857143
25.0,64500.0,Own,4.0,Personal,C,12000.0,13.48,0.19,Y,4.0,False,True,0.16,16125.0
33.0,135000.0,Mortgage,13.0,Debtconsolidation,A,12000.0,7.9,0.09,N,7.0,False,True,0.3939393939393939,19285.714285714286
22.0,43000.0,Rent,6.0,Education,B,13500.0,10.95,0.31,N,4.0,True,True,0.2727272727272727,10750.0
33.0,25700.0,Rent,3.0,Education,B,6700.0,10.99,0.26,N,10.0,False,True,0.09090909090909091,2570.0
28.0,31000.0,Rent,7.0,Medical,D,3600.0,14.11,0.12,Y,8.0,True,True,0.25,3875.0
23.0,75000.0,Rent,1.0,Venture,B,6000.0,12.42,0.08,N,3.0,False,True,0.043478260869565216,25000.0
28.0,52300.0,Rent,1.0,Medical,A,10800.0,7.88,0.21,N,8.0,False,True,0.03571428571428571,6537.5
23.0,19200.0,Mortgage,7.0,Debtconsolidation,A,3000.0,11.19,0.16,N,3.0,True,True,0.30434782608695654,6400.0
22.0,62758.0,Rent,2.0,Education,A,6400.0,8.49,0.1,N,3.0,False,True,0.09090909090909091,20919.333333333332
23.0,53976.0,Mortgage,7.0,Education,B,2000.0,10.74,0.04,N,3.0,False,True,0.30434782608695654,17992.0
57.0,77385.0,Rent,4.0,Venture,A,6625.0,7.66,0.09,N,29.0,False,True,0.07017543859649122,2668.448275862069
27.0,60000.0,Rent,1.0,Personal,C,10000.0,13.22,0.17,N,7.0,False,True,0.037037037037037035,8571.42857142857
40.0,60000.0,Own,5.0,Venture,A,12000.0,9.63,0.2,N,13.0,False,True,0.125,4615.384615384615
22.0,30000.0,Rent,6.0,Medical,B,3000.0,10.916,0.1,N,4.0,False,True,0.2727272727272727,7500.0
31.0,68000.0,Rent,4.0,Debtconsolidation,A,12000.0,7.66,0.18,N,8.0,False,True,0.12903225806451613,8500.0
22.0,70000.0,Rent,2.0,Debtconsolidation,B,18750.0,10.38,0.27,N,2.0,False,True,0.09090909090909091,35000.0
22.0,41900.0,Rent,3.0,Education,A,10500.0,8.49,0.25,N,2.0,False,True,0.13636363636363635,20950.0
37.0,45600.0,Rent,2.0,Debtconsolidation,B,4500.0,11.86,0.1,N,16.0,False,True,0.05405405405405406,2850.0
24.0,72000.0,Mortgage,3.0,Personal,C,20000.0,13.57,0.28,N,3.0,False,True,0.125,24000.0
32.0,84996.0,Mortgage,4.0,Personal,A,9000.0,9.32,0.11,N,10.0,False,True,0.125,8499.6
30.0,41000.0,Mortgage,14.0,Homeimprovement,B,18000.0,9.01,0.44,N,7.0,False,True,0.4666666666666667,5857.142857142857
24.0,23700.0,Rent,8.0,Venture,A,10000.0,9.32,0.42,N,4.0,True,True,0.3333333333333333,5925.0
22.0,56000.0,Rent,6.0,Education,E,18250.0,16.7,0.33,N,3.0,True,True,0.2727272727272727,18666.666666666668
29.0,120000.0,Mortgage,2.0,Education,A,5000.0,7.68,0.04,N,6.0,False,True,0.06896551724137931,20000.0
24.0,75000.0,Mortgage,8.0,Medical,C,8000.0,15.23,0.11,Y,3.0,False,True,0.3333333333333333,25000.0
36.0,58000.0,Rent,18.0,Debtconsolidation,A,5000.0,6.62,0.09,N,17.0,False,True,0.5,3411.764705882353
23.0,33000.0,Mortgage,2.0,Debtconsolidation,C,3000.0,14.35,0.09,Y,3.0,False,True,0.08695652173913043,11000.0
24.0,75000.0,Mortgage,8.0,Personal,B,5500.0,11.86,0.07,N,4.0,False,True,0.3333333333333333,18750.0
28.0,90000.0,Own,7.0,Medical,C,8400.0,12.87,0.09,N,8.0,False,True,0.25,11250.0
23.0,46500.0,Own,2.0,Debtconsolidation,D,6000.0,7.487999999999999,0.13,Y,2.0,False,True,0.08695652173913043,23250.0
35.0,29568.0,Mortgage,6.0,Personal,C,6000.0,13.23,0.2,Y,10.0,False,True,0.17142857142857143,2956.8
23.0,50000.0,Rent,4.0,Education,A,8000.0,6.62,0.16,N,3.0,False,True,0.17391304347826086,16666.666666666668
31.0,43000.0,Rent,15.0,Medical,B,13350.0,12.42,0.31,N,9.0,True,True,0.4838709677419355,4777.777777777777
21.0,225000.0,Mortgage,5.0,Personal,A,5000.0,8.59,0.02,N,3.0,False,True,0.23809523809523808,75000.0
28.0,42000.0,Rent,4.0,Medical,A,9600.0,7.9,0.23,N,7.0,False,True,0.14285714285714285,6000.0
25.0,35138.0,Mortgage,3.0,Debtconsolidation,B,1000.0,12.760000000000002,0.03,N,3.0,False,True,0.12,11712.666666666666
24.0,193000.0,Mortgage,8.0,Personal,C,10000.0,13.06,0.05,Y,4.0,False,True,0.3333333333333333,48250.0
26.0,65000.0,Mortgage,7.0,Homeimprovement,B,14400.0,9.99,0.22,N,3.0,False,True,0.2692307692307692,21666.666666666668
27.0,41000.0,Rent,4.0,Debtconsolidation,C,8000.0,12.84,0.2,Y,10.0,True,True,0.14814814814814814,4100.0
24.0,130000.0,Mortgage,2.0,Medical,B,1250.0,10.95,0.01,N,2.0,False,True,0.08333333333333333,65000.0
22.0,41000.0,Mortgage,0.0,Education,B,6000.0,11.86,0.15,N,2.0,False,True,0.0,20500.0
27.0,30000.0,Rent,5.0,Medical,A,16000.0,7.9,0.53,N,8.0,True,True,0.18518518518518517,3750.0
29.0,41700.0,Rent,0.0,Education,A,4500.0,8.136,0.11,N,6.0,False,True,0.0,6950.0
24.0,60000.0,Mortgage,4.0,Venture,A,12000.0,7.9,0.2,N,3.0,False,True,0.16666666666666666,20000.0
29.0,90000.0,Mortgage,13.0,Debtconsolidation,B,10000.0,12.21,0.11,N,7.0,False,True,0.4482758620689655,12857.142857142857
30.0,36000.0,Mortgage,3.0,Homeimprovement,B,2400.0,10.65,0.07,N,10.0,False,True,0.1,3600.0
22.0,32496.0,Rent,5.0,Personal,A,4400.0,8.49,0.14,N,4.0,False,True,0.22727272727272727,8124.0
29.0,69996.0,Mortgage,11.0,Education,A,3400.0,6.39,0.05,N,6.0,False,True,0.3793103448275862,11666.0
32.0,33600.0,Own,0.0,Education,D,8000.0,16.02,0.24,N,7.0,False,True,0.0,4800.0
25.0,75000.0,Rent,2.0,Education,C,6500.0,13.57,0.09,Y,2.0,False,True,0.08,37500.0
22.0,45000.0,Mortgage,2.0,Education,D,8000.0,16.49,0.18,Y,4.0,False,True,0.09090909090909091,11250.0
31.0,37000.0,Rent,5.0,Personal,C,7500.0,15.23,0.2,N,6.0,False,True,0.16129032258064516,6166.666666666667
26.0,60000.0,Mortgage,7.0,Debtconsolidation,A,16000.0,7.9,0.27,N,3.0,False,True,0.2692307692307692,20000.0
24.0,65000.0,Rent,4.0,Education,D,21250.0,15.95,0.33,Y,4.0,True,True,0.16666666666666666,16250.0
42.0,120000.0,Mortgage,18.0,Personal,B,6000.0,10.38,0.05,N,11.0,False,True,0.42857142857142855,10909.09090909091
24.0,48000.0,Rent,4.0,Venture,D,24000.0,16.29,0.5,Y,2.0,True,True,0.16666666666666666,24000.0
31.0,24000.0,Rent,3.0,Education,A,6000.0,8.49,0.25,N,5.0,False,True,0.0967741935483871,4800.0
25.0,120000.0,Mortgage,2.0,Personal,F,10000.0,20.99,0.08,N,4.0,False,True,0.08,30000.0
32.0,61572.0,Mortgage,0.0,Venture,C,15000.0,13.57,0.24,N,7.0,False,True,0.0,8796.0
23.0,32388.0,Mortgage,0.0,Venture,B,6000.0,10.71,0.19,N,4.0,False,True,0.0,8097.0
24.0,40000.0,Rent,1.0,Venture,B,3825.0,10.0,0.1,N,4.0,False,True,0.041666666666666664,10000.0
29.0,153000.0,Rent,1.0,Venture,B,17600.0,8.7,0.12,N,8.0,False,True,0.034482758620689655,19125.0
24.0,28000.0,Rent,8.0,Medical,A,10000.0,6.91,0.36,N,3.0,True,True,0.3333333333333333,9333.333333333334
27.0,110000.0,Rent,5.0,Medical,B,18000.0,9.91,0.16,N,5.0,False,True,0.18518518518518517,22000.0
32.0,119000.0,Mortgage,12.0,Personal,B,18000.0,10.99,0.15,N,7.0,False,True,0.375,17000.0
28.0,33600.0,Mortgage,12.0,Medical,A,3000.0,5.42,0.09,N,5.0,False,True,0.42857142857142855,6720.0
25.0,90000.0,Mortgage,9.0,Homeimprovement,A,10000.0,5.42,0.11,N,4.0,False,True,0.36,22500.0
41.0,53000.0,Mortgage,20.0,Venture,C,11000.0,9.406,0.21,Y,14.0,False,True,0.4878048780487805,3785.714285714286
22.0,108600.0,Mortgage,6.0,Education,C,14400.0,13.48,0.13,N,3.0,False,True,0.2727272727272727,36200.0
27.0,30000.0,Rent,1.0,Personal,A,7200.0,7.29,0.24,N,7.0,False,True,0.037037037037037035,4285.714285714285
26.0,75000.0,Mortgage,10.0,Homeimprovement,C,8000.0,13.92,0.11,N,4.0,False,True,0.38461538461538464,18750.0
44.0,26500.0,Mortgage,5.0,Debtconsolidation,A,6200.0,6.03,0.23,N,16.0,False,True,0.11363636363636363,1656.25
26.0,135660.0,Rent,10.0,Debtconsolidation,B,25000.0,12.53,0.18,N,4.0,False,True,0.38461538461538464,33915.0
30.0,40000.0,Rent,11.0,Debtconsolidation,B,10000.0,10.65,0.25,N,5.0,False,True,0.36666666666666664,8000.0
28.0,160000.0,Own,12.0,Venture,B,23000.0,11.83,0.14,N,5.0,False,True,0.42857142857142855,32000.0
22.0,34900.0,Mortgage,4.0,Debtconsolidation,D,3600.0,15.7,0.1,N,4.0,True,True,0.18181818181818182,8725.0
22.0,48000.0,Rent,6.0,Venture,A,6000.0,7.49,0.12,N,4.0,False,True,0.2727272727272727,12000.0
22.0,24000.0,Own,4.0,Medical,C,4750.0,9.82,0.2,Y,4.0,False,True,0.18181818181818182,6000.0
28.0,53000.0,Rent,11.0,Homeimprovement,C,5500.0,11.03,0.1,N,9.0,False,True,0.39285714285714285,5888.888888888889
27.0,136000.0,Mortgage,3.0,Personal,A,5000.0,6.17,0.04,N,10.0,False,True,0.1111111111111111,13600.0
26.0,225000.0,Rent,0.0,Education,A,7500.0,8.0,0.03,N,2.0,False,True,0.0,112500.0
28.0,18000.0,Rent,4.0,Venture,B,4000.0,11.12,0.22,N,8.0,True,True,0.14285714285714285,2250.0
23.0,60000.0,Rent,4.0,Education,C,9800.0,13.49,0.16,N,2.0,False,True,0.17391304347826086,30000.0
25.0,45000.0,Mortgage,9.0,Debtconsolidation,A,3200.0,7.74,0.07,N,3.0,False,True,0.36,15000.0
39.0,201000.0,Rent,6.0,Venture,B,13500.0,11.49,0.07,N,16.0,False,True,0.15384615384615385,12562.5
21.0,104740.0,Mortgage,5.0,Medical,B,19200.0,11.99,0.18,N,3.0,False,True,0.23809523809523808,34913.333333333336
43.0,27036.0,Rent,1.0,Personal,D,13750.0,15.31,0.51,Y,15.0,True,True,0.023255813953488372,1802.4
25.0,29000.0,Rent,4.0,Medical,D,4000.0,16.29,0.14,N,4.0,True,True,0.16,7250.0
22.0,32000.0,Rent,7.0,Education,C,14000.0,12.23,0.44,N,3.0,True,True,0.3181818181818182,10666.666666666666
26.0,55000.0,Mortgage,0.0,Debtconsolidation,A,10500.0,5.79,0.19,N,2.0,False,True,0.0,27500.0
24.0,105018.0,Mortgage,8.0,Homeimprovement,D,28000.0,15.62,0.27,Y,4.0,False,True,0.3333333333333333,26254.5
22.0,60000.0,Mortgage,6.0,Medical,A,7000.0,7.14,0.12,N,3.0,False,True,0.2727272727272727,20000.0
24.0,110000.0,Mortgage,8.0,Personal,A,27300.0,7.51,0.25,N,3.0,False,True,0.3333333333333333,36666.666666666664
32.0,104400.0,Mortgage,17.0,Debtconsolidation,A,24000.0,8.9,0.23,N,5.0,True,True,0.53125,20880.0
23.0,52000.0,Rent,0.0,Education,A,3000.0,5.99,0.06,N,2.0,False,True,0.0,26000.0
50.0,81510.0,Mortgage,6.0,Medical,A,5000.0,9.668,0.06,N,14.0,False,True,0.12,5822.142857142857
25.0,30252.0,Mortgage,9.0,Personal,B,10000.0,9.76,0.33,N,3.0,True,True,0.36,10084.0
26.0,32496.0,Mortgage,8.0,Debtconsolidation,D,4200.0,16.02,0.13,N,3.0,True,True,0.3076923076923077,10832.0
27.0,95500.0,Mortgage,3.0,Personal,E,20000.0,15.95,0.21,Y,6.0,False,True,0.1111111111111111,15916.666666666666
24.0,82000.0,Own,8.0,Education,C,25000.0,15.27,0.3,Y,3.0,False,True,0.3333333333333333,27333.333333333332
22.0,42000.0,Rent,0.0,Venture,C,2500.0,13.92,0.06,Y,3.0,False,True,0.0,14000.0
30.0,52576.0,Rent,3.0,Homeimprovement,A,8400.0,7.49,0.16,N,6.0,True,True,0.1,8762.666666666666
22.0,50000.0,Mortgage,4.0,Personal,B,7000.0,9.25,0.14,N,3.0,False,True,0.18181818181818182,16666.666666666668
23.0,28800.0,Rent,4.0,Medical,B,6000.0,11.578,0.21,N,3.0,False,True,0.17391304347826086,9600.0
30.0,85000.0,Rent,2.0,Homeimprovement,C,12000.0,11.022,0.14,N,6.0,False,True,0.06666666666666667,14166.666666666666
32.0,73000.0,Mortgage,5.0,Homeimprovement,D,6000.0,15.62,0.08,N,8.0,False,True,0.15625,9125.0
26.0,68399.0,Mortgage,7.0,Personal,A,10500.0,6.91,0.15,N,3.0,False,True,0.2692307692307692,22799.666666666668
26.0,147000.0,Mortgage,3.0,Homeimprovement,A,4100.0,6.92,0.03,N,3.0,False,True,0.11538461538461539,49000.0
35.0,80000.0,Own,5.0,Personal,D,15000.0,15.99,0.19,Y,9.0,False,True,0.14285714285714285,8888.888888888889
26.0,29000.0,Rent,6.0,Medical,C,5000.0,12.99,0.17,Y,2.0,True,True,0.23076923076923078,14500.0
38.0,140000.0,Mortgage,0.0,Venture,B,25000.0,9.99,0.18,N,13.0,False,True,0.0,10769.23076923077
26.0,75000.0,Rent,2.0,Personal,B,9600.0,10.0,0.13,N,4.0,False,True,0.07692307692307693,18750.0
30.0,10800.0,Own,4.0,Education,B,2400.0,9.99,0.22,N,7.0,True,True,0.13333333333333333,1542.857142857143
26.0,74000.0,Mortgage,9.0,Homeimprovement,C,1200.0,13.22,0.02,Y,4.0,False,True,0.34615384615384615,18500.0
26.0,95000.0,Mortgage,10.0,Homeimprovement,C,15000.0,15.96,0.16,N,3.0,False,True,0.38461538461538464,31666.666666666668
22.0,30000.0,Rent,0.0,Venture,C,6300.0,13.22,0.21,Y,3.0,False,True,0.0,10000.0
26.0,38400.0,Mortgage,4.0,Education,C,10000.0,13.98,0.26,N,4.0,False,True,0.15384615384615385,9600.0
27.0,40000.0,Rent,1.0,Debtconsolidation,B,6000.0,11.99,0.15,N,6.0,False,True,0.037037037037037035,6666.666666666667
25.0,30000.0,Rent,9.0,Debtconsolidation,D,9000.0,17.58,0.3,Y,4.0,True,True,0.36,7500.0
23.0,73426.0,Mortgage,0.0,Education,C,7500.0,11.026,0.1,N,2.0,False,True,0.0,36713.0
22.0,60000.0,Rent,6.0,Medical,B,7500.0,9.99,0.12,N,3.0,False,True,0.2727272727272727,20000.0
26.0,80004.0,Mortgage,4.0,Personal,B,15000.0,11.86,0.19,N,3.0,False,True,0.15384615384615385,26668.0
28.0,120000.0,Mortgage,12.0,Venture,B,20000.0,9.45,0.17,N,10.0,False,True,0.42857142857142855,12000.0
37.0,51000.0,Mortgage,3.0,Debtconsolidation,C,12800.0,12.84,0.25,N,12.0,False,True,0.08108108108108109,4250.0
33.0,150000.0,Mortgage,12.0,Education,B,13125.0,8.251999999999999,0.09,N,9.0,False,True,0.36363636363636365,16666.666666666668
49.0,45000.0,Rent,8.0,Personal,C,10000.0,14.22,0.22,N,12.0,False,True,0.16326530612244897,3750.0
26.0,60000.0,Mortgage,0.0,Medical,A,5000.0,7.9,0.08,N,2.0,True,True,0.0,30000.0
35.0,105000.0,Mortgage,11.0,Education,A,10000.0,8.042,0.1,N,10.0,False,True,0.3142857142857143,10500.0
26.0,52000.0,Rent,11.0,Education,A,7000.0,7.88,0.13,N,3.0,False,True,0.4230769230769231,17333.333333333332
27.0,120000.0,Mortgage,3.0,Personal,B,14000.0,11.99,0.12,N,7.0,False,True,0.1111111111111111,17142.85714285714
24.0,90000.0,Rent,5.0,Venture,B,5000.0,9.99,0.06,N,3.0,False,True,0.20833333333333334,30000.0
26.0,26000.0,Rent,2.0,Debtconsolidation,C,3825.0,14.27,0.15,N,4.0,False,True,0.07692307692307693,6500.0
29.0,100000.0,Rent,1.0,Medical,B,15000.0,9.88,0.15,N,9.0,False,True,0.034482758620689655,11111.111111111111
28.0,45000.0,Mortgage,5.0,Homeimprovement,D,15000.0,15.99,0.33,Y,8.0,False,True,0.17857142857142858,5625.0
28.0,39000.0,Rent,6.0,Debtconsolidation,A,5000.0,5.99,0.13,N,7.0,True,True,0.21428571428571427,5571.428571428572
34.0,125000.0,Mortgage,0.0,Medical,B,9175.0,10.99,0.07,N,5.0,False,True,0.0,25000.0
24.0,83000.0,Mortgage,6.0,Homeimprovement,A,10400.0,5.79,0.13,N,3.0,False,True,0.25,27666.666666666668
23.0,60000.0,Rent,2.0,Venture,B,23000.0,12.18,0.38,N,4.0,True,True,0.08695652173913043,15000.0
22.0,54000.0,Rent,0.0,Debtconsolidation,D,14400.0,12.38,0.27,N,4.0,True,True,0.0,13500.0
33.0,20244.0,Rent,0.0,Debtconsolidation,B,7000.0,9.45,0.35,N,8.0,True,True,0.0,2530.5
28.0,120000.0,Mortgage,11.0,Medical,B,14400.0,10.74,0.12,N,7.0,False,True,0.39285714285714285,17142.85714285714
25.0,99996.0,Mortgage,6.0,Medical,B,8000.0,10.296,0.08,N,4.0,False,True,0.24,24999.0
26.0,64956.0,Mortgage,0.0,Debtconsolidation,C,7500.0,13.47,0.12,Y,3.0,False,True,0.0,21652.0
25.0,30000.0,Own,9.0,Debtconsolidation,E,1200.0,16.69,0.04,Y,3.0,True,True,0.36,10000.0
34.0,30000.0,Mortgage,5.0,Venture,A,14000.0,7.51,0.47,N,8.0,False,True,0.14705882352941177,3750.0
30.0,132640.0,Rent,6.0,Venture,C,8000.0,13.57,0.06,N,5.0,False,True,0.2,26528.0
23.0,41000.0,Mortgage,4.0,Medical,B,7500.0,10.71,0.18,N,2.0,False,True,0.17391304347826086,20500.0
26.0,19500.0,Own,0.0,Personal,A,5000.0,8.0,0.26,N,3.0,True,True,0.0,6500.0
23.0,114000.0,Mortgage,1.0,Education,B,17325.0,11.99,0.15,N,2.0,False,True,0.043478260869565216,57000.0
